state_id,env_step,query_kind,scope,standardized_rmse,raw_rmse,max_abs_difference,query_action_rms,query_translation_rms,query_rotation_rms,query_gripper_abs_mean,query_temporal_std,candidate_action_rms,candidate_translation_rms,candidate_rotation_rms,candidate_gripper_abs_mean,candidate_temporal_std,training_episode_index,training_start_frame,training_task_index,candidate_state_standardized_rmse,training_instruction
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_101,same_task,0.5526574850082397,0.17781918068087973,0.8253874182701111,0.42442121770132596,0.3013491251045015,0.024444478074707787,0.9932993292808533,0.09633763682532694,0.45490267775345017,0.38434367198497077,0.04240656005125836,1.0,0.13391398684743697,414,27,12,0.2750730721040365,open the top drawer and put the bowl inside
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_101,alternate_goal_task,0.7467821836471558,0.473790094154924,2.01564359664917,0.42442121770132596,0.3013491251045015,0.024444478074707787,0.9932993292808533,0.09633763682532694,0.4255261665680913,0.2981746945277508,0.016157389112437522,1.0,0.23217174245236624,601,13,18,0.5719923675115282,put the bowl on top of the cabinet
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_101,other_tasks,0.4006570875644684,0.13235208078977698,0.49668872356414795,0.42442121770132596,0.3013491251045015,0.024444478074707787,0.9932993292808533,0.09633763682532694,0.4075917530895598,0.23253075474879772,0.015336281537673836,1.0,0.04125240311398369,179,250,6,1.7416532881653506,put both moka pots on the stove
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_101,same_task_state_top128,0.8179852962493896,0.29015877425562253,0.966600775718689,0.42442121770132596,0.3013491251045015,0.024444478074707787,0.9932993292808533,0.09633763682532694,0.47096366241275395,0.42846019536740537,0.025251944808374137,1.0,0.157193929800119,498,49,12,0.12674009799957275,open the top drawer and put the bowl inside
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_202,same_task,0.5494222640991211,0.17759117556707568,0.8309361338615417,0.424510787090301,0.3019855145113388,0.02479922566269836,0.9929623663425445,0.09434978967416323,0.45490267775345017,0.38434367198497077,0.04240656005125836,1.0,0.13391398684743697,414,27,12,0.2750730721040365,open the top drawer and put the bowl inside
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_202,alternate_goal_task,0.7443485260009766,0.4733781690874065,2.009045124053955,0.424510787090301,0.3019855145113388,0.02479922566269836,0.9929623663425445,0.09434978967416323,0.4255261665680913,0.2981746945277508,0.016157389112437522,1.0,0.23217174245236624,601,13,18,0.5719923675115282,put the bowl on top of the cabinet
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_202,other_tasks,0.3926645517349243,0.12874933819258594,0.495381623506546,0.424510787090301,0.3019855145113388,0.02479922566269836,0.9929623663425445,0.09434978967416323,0.4075917530895598,0.23253075474879772,0.015336281537673836,1.0,0.04125240311398369,179,250,6,1.7416532881653506,put both moka pots on the stove
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_202,same_task_state_top128,0.8115569949150085,0.2861064099897315,0.9625504612922668,0.424510787090301,0.3019855145113388,0.02479922566269836,0.9929623663425445,0.09434978967416323,0.47096366241275395,0.42846019536740537,0.025251944808374137,1.0,0.157193929800119,498,49,12,0.12674009799957275,open the top drawer and put the bowl inside
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_303,same_task,0.5524705648422241,0.1788843588206402,0.8369851112365723,0.42604716333698356,0.3072100000364316,0.024427167622342837,0.9927684414386749,0.09780428855377057,0.45490267775345017,0.38434367198497077,0.04240656005125836,1.0,0.13391398684743697,414,27,12,0.2750730721040365,open the top drawer and put the bowl inside
libero_goal_task03_ep000_seed0_step0050,50,proposal_seed_303,alternate_goal_task,0.7493164539337158,0.4618814254002756,2.007567882537842,0.42604716333698356,0.3072100000364316,0.024427167622342837,0.9927684414386749,0.09780428855377057,0.42826936458183845,0.3071973856197812,0.016246428124732336,1.0,0.23285274080634646,601,12,18,0.5975818588432055,put the bowl on top of the cabinet
