state_id,source_task_id,source_goal,goal,left_seed,right_seed,left_Q,right_Q,absolute_Q_difference,action_rmse,action_first10_rmse,action_expert_final_rmse,action_head_input_rmse,velocity_executed_rmse,velocity_padding_rmse,active_head_output_rmse,padding_head_output_rmse,active_row_energy_fraction,padding_row_energy_fraction,full_output_row_energy_fraction,output_null_energy_fraction,flow_noise_exact,vlm_main_view_pooled_rmse,vlm_wrist_view_pooled_rmse,vlm_language_pooled_rmse,vlm_state_pooled_rmse,vlm_pooled_rmse,action_to_vlm_gain
task03_ep000_step0050,3,drawer,drawer,101,202,0.0,0.0,0.0,0.028176797473038123,0.018049412331378408,0.4619295672707,0.47559512323336633,1.375219721681249,1.3758902710714718,1.0985699966517994,1.3737657609101197,0.07026760321403175,0.6565102052331623,0.7271637490376861,0.2728362509623139,False,0.0,0.0,0.0,0.0,0.0,28176797473.038124
task03_ep000_step0050,3,drawer,drawer,101,303,0.0,0.0,0.0,0.031445785808283055,0.024042399276417943,0.4733997391346707,0.4883706447221726,1.4048943849590882,1.4133488803129246,1.1509541072396627,1.4160411383803753,0.07684402391265042,0.6596003959952222,0.7364410978441036,0.2635589021558964,False,0.0,0.0,0.0,0.0,0.0,31445785808.283054
task03_ep000_step0050,3,drawer,drawer,101,404,0.0,0.5,0.5,0.029467470917859246,0.020507755479621054,0.45558101406975327,0.47018782266833054,1.3452454915801055,1.3687322040373477,1.0839273016733302,1.3706899413462066,0.07267239487322463,0.6660299920505678,0.7386268768689299,0.2613731231310701,False,0.0,0.0,0.0,0.0,0.0,29467470917.859245
task03_ep000_step0050,3,drawer,drawer,202,303,0.0,0.0,0.0,0.030827361879290846,0.02007079294313002,0.4650177132714263,0.47962049345600144,1.3809663170011945,1.378188280137079,1.0916380607889795,1.3806558716600676,0.06900337318578885,0.6521006588430884,0.7210749988522316,0.2789250011477684,False,0.0,0.0,0.0,0.0,0.0,30827361879.290848
task03_ep000_step0050,3,drawer,drawer,202,404,0.0,0.5,0.5,0.03302671833659124,0.019011413576300776,0.4660295661482152,0.48143958913962775,1.3728621603478774,1.3947145820619007,1.0944248471361238,1.3920524782966575,0.06646510199702245,0.6567855377496877,0.7235889018748549,0.2764110981251451,False,0.0,0.0,0.0,0.0,0.0,33026718336.59124
task03_ep000_step0050,3,drawer,drawer,303,404,0.0,0.5,0.5,0.03793894214346982,0.01887749497404686,0.4666893923546808,0.4814520367955362,1.3270023863534812,1.4086459560962505,1.0830392329187815,1.4112369467606274,0.06561490199757886,0.6735366013776048,0.7394666990809494,0.2605333009190506,False,0.0,0.0,0.0,0.0,0.0,37938942143.469826
task03_ep000_step0050,3,drawer,cabinet,101,202,0.0,0.0,0.0,0.03302508017098866,0.040854489088294976,0.4680277757465969,0.48044274016466965,1.3761710491010053,1.3776071198218343,1.0981148398582816,1.3783833545960718,0.0686813038180978,0.6475917707023707,0.7168138981373893,0.28318610186261073,False,0.0,0.0,0.0,0.0,0.0,33025080170.98866
task03_ep000_step0050,3,drawer,cabinet,101,303,0.0,0.0,0.0,0.032606883614309065,0.046025005571376856,0.47673681545652347,0.49022104874058275,1.4055080053162547,1.4153103924122346,1.146819853577076,1.41468381741523,0.0755994806518574,0.6532920350783632,0.7289563914169944,0.2710436085830056,False,0.0,0.0,0.0,0.0,0.0,32606883614.309067
task03_ep000_step0050,3,drawer,cabinet,101,404,0.0,0.0,0.0,0.0316989465221207,0.03960003632171114,0.4623709168010512,0.4752642914372358,1.3358680309408177,1.3704680268187646,1.0439738246637236,1.3738664992746707,0.06659628147954065,0.6548081656206233,0.7213391922495461,0.2786608077504539,False,0.0,0.0,0.0,0.0,0.0,31698946522.1207
task03_ep000_step0050,3,drawer,cabinet,202,303,0.0,0.0,0.0,0.02792506095520257,0.027168027096188593,0.4652891564100363,0.47786592939925204,1.388357398655095,1.379774368369382,1.0856245019185877,1.382559417036712,0.06869853085187867,0.6585556418401722,0.7273303505269106,0.27266964947308936,False,0.0,0.0,0.0,0.0,0.0,27925060955.20257
task03_ep000_step0050,3,drawer,cabinet,202,404,0.0,0.0,0.0,0.03140806690592682,0.022427809825316763,0.4689197581040776,0.4826183383995703,1.3740968565012106,1.3962543077461587,1.0819872734382594,1.3956501486526243,0.0650065331928988,0.6568553471615692,0.7224272872002634,0.2775727127997366,False,0.0,0.0,0.0,0.0,0.0,31408066905.92682
task03_ep000_step0050,3,drawer,cabinet,303,404,0.0,0.0,0.0,0.029297373722278308,0.023288945513887778,0.4655170596017119,0.47814928422480507,1.332671824200206,1.4101698180630924,1.0548960771315046,1.4106273969610148,0.06346958854423113,0.6821306205650961,0.7458268824596996,0.25417311754030036,False,0.0,0.0,0.0,0.0,0.0,29297373722.27831
task03_ep000_step0100,3,drawer,drawer,101,202,0.0,1.0,1.0,0.11210618187380215,0.03551545941666672,0.448054531427779,0.4703445126899443,1.3957007043975702,1.3776746665236885,1.1309931617427746,1.3644241603942284,0.07464676314495096,0.6621126273260179,0.7373076313258423,0.2626923686741577,False,0.0,0.0,0.0,0.0,0.0,112106181873.80215
task03_ep000_step0100,3,drawer,drawer,101,303,0.0,0.0,0.0,0.022319951743482787,0.03604180682306341,0.4480537455328282,0.4707212575713357,1.4242794858494263,1.414877471876961,1.1825087282530493,1.4015227338383984,0.08555512573132323,0.6955395983041509,0.7810751111408293,0.21892488885917072,False,0.0,0.0,0.0,0.0,0.0,22319951743.482788
task03_ep000_step0100,3,drawer,drawer,101,404,0.0,0.0,0.0,0.021728048699706227,0.035340100527571035,0.43567250659570866,0.45801045351762776,1.364323815828348,1.3703727619348847,1.1453336013291584,1.3620131466655083,0.08596581741864476,0.6928934372788708,0.7788288391928255,0.22117116080717447,False,0.0,0.0,0.0,0.0,0.0,21728048699.706226
task03_ep000_step0100,3,drawer,drawer,202,303,1.0,0.0,1.0,0.11261082020772416,0.03359230193086973,0.4477185502057506,0.4703368334321131,1.4158682776985372,1.3794197032062623,1.1767166347096831,1.3679393365396384,0.08220438657068087,0.6655933352075616,0.7482701161498275,0.2517298838501725,False,0.0,0.0,0.0,0.0,0.0,112610820207.72417
task03_ep000_step0100,3,drawer,drawer,202,404,1.0,0.0,1.0,0.11394087058588447,0.030337590924485968,0.4532807230201072,0.4767778391652538,1.4117850202870903,1.3960212408913597,1.2029845030237325,1.3880905154273677,0.08373451001432484,0.665866465753909,0.7502085593640871,0.24979144063591285,False,0.0,0.0,0.0,0.0,0.0,113940870585.88446
task03_ep000_step0100,3,drawer,drawer,303,404,0.0,0.0,0.0,0.01868630262699994,0.02445322021532064,0.44364561205207215,0.4654265518350791,1.3454680909996666,1.4099076086684572,1.1013881854491052,1.4055000767592554,0.07218151529084631,0.7147652407707885,0.7870334679929077,0.21296653200709226,False,0.0,0.0,0.0,0.0,0.0,18686302626.99994
task03_ep000_step0100,3,drawer,cabinet,101,202,0.0,0.0,0.0,0.01761009252739787,0.022271956270050644,0.4245518901160681,0.4503833075388346,1.398003226394386,1.3772526740554851,1.0944397447544099,1.35232505731988,0.07684379876342205,0.7093787993358011,0.7866710306676202,0.21332896933237977,False,0.0,0.0,0.0,0.0,0.0,17610092527.39787
task03_ep000_step0100,3,drawer,cabinet,101,303,0.0,0.5,0.5,0.019647907432699528,0.029978296810690818,0.4380832535394198,0.4643268746256895,1.421231313858038,1.4146546216266527,1.1402716639328483,1.3905976090818724,0.08218897294844008,0.7037617246199986,0.7858422630070074,0.21415773699299256,False,0.0,0.0,0.0,0.0,0.0,19647907432.699528
task03_ep000_step0100,3,drawer,cabinet,101,404,0.0,0.0,0.0,0.019130729037488158,0.027132044271569636,0.4233402882531233,0.44887947971855097,1.3598998093180537,1.3701059544034988,1.0723535655645573,1.3502686525427172,0.07747680629032609,0.7089666189407009,0.7863514610645146,0.2136485389354854,False,0.0,0.0,0.0,0.0,0.0,19130729037.48816
task03_ep000_step0100,3,drawer,cabinet,202,303,0.0,0.5,0.5,0.017759934012808416,0.022661001800566453,0.4260013691833815,0.451886221240117,1.4073657438523366,1.3792210489022025,1.1084910291163939,1.356235965334452,0.07912472983802671,0.7087686535164491,0.7878894645676324,0.21211053543236758,False,0.0,0.0,0.0,0.0,0.0,17759934012.808414
task03_ep000_step0100,3,drawer,cabinet,202,404,0.0,0.0,0.0,0.018280235550368402,0.018818580348925647,0.42992587155016826,0.4559085259190612,1.39681673999978,1.395696877266014,1.0952593648781759,1.3735079897399372,0.07397669542657603,0.7129890165947146,0.7873591707360965,0.21264082926390349,False,0.0,0.0,0.0,0.0,0.0,18280235550.368404
task03_ep000_step0100,3,drawer,cabinet,303,404,0.5,0.0,0.5,0.01788602894303219,0.021841256046323154,0.43212848487318756,0.4575705171187961,1.343371792472907,1.4096450388312751,1.065653941237056,1.390438549356658,0.07002091125724252,0.7237593623709426,0.7939678820808005,0.2060321179191995,False,0.0,0.0,0.0,0.0,0.0,17886028943.03219
task03_ep001_step0050,3,drawer,drawer,101,202,1.0,0.5,0.5,0.02588636318960785,0.013647440819188953,0.4530505792586074,0.4666690811982253,1.3947616434972634,1.3774503731261676,1.1261031043396368,1.3573200432164125,0.0761414738513532,0.6656747660868125,0.7422603646412835,0.25773963535871647,False,0.0,0.0,0.0,0.0,0.0,25886363189.60785
task03_ep001_step0050,3,drawer,drawer,101,303,1.0,1.0,0.0,0.025603932500544133,0.017298572255407364,0.463943505976205,0.4787013124245133,1.4240494384356421,1.4153056344383135,1.1582251185813859,1.3980881853380716,0.08014209570850399,0.6691677467653151,0.7493142990464285,0.25068570095357146,False,0.0,0.0,0.0,0.0,0.0,25603932500.544132
task03_ep001_step0050,3,drawer,drawer,101,404,1.0,1.0,0.0,0.02667099965941249,0.015683160136305836,0.44731114982320713,0.4618727912807632,1.3575306369457558,1.3704954120834612,1.099029950554701,1.3542525912907815,0.07659352415838301,0.6737127237204634,0.7502348300474473,0.2497651699525527,False,0.0,0.0,0.0,0.0,0.0,26670999659.41249
task03_ep001_step0050,3,drawer,drawer,202,303,0.5,1.0,0.5,0.02637197619123146,0.016570359256876957,0.45423930352032915,0.46844763861656163,1.4021452020854208,1.379686759929912,1.1228914604243878,1.3649386552758072,0.07575631838672252,0.6679731000897682,0.743625001807587,0.25637499819241305,False,0.0,0.0,0.0,0.0,0.0,26371976191.23146
task03_ep001_step0050,3,drawer,drawer,202,404,0.5,1.0,0.5,0.03109368173294493,0.015477137844087966,0.45578585373938935,0.47079895797006155,1.3899559799498786,1.396240778826008,1.0982526961051682,1.3742775420259585,0.06995361025030948,0.6692941363907061,0.739663636523671,0.26033636347632905,False,0.0,0.0,0.0,0.0,0.0,31093681732.944927
task03_ep001_step0050,3,drawer,drawer,303,404,1.0,1.0,0.0,0.031070749226008307,0.015314513279621248,0.4574872915483977,0.47165164950252636,1.3413676861746315,1.410300211905429,1.0818204709573638,1.3941448274805144,0.06796407504375786,0.6848338468016008,0.753230160801162,0.246769839198838,False,0.0,0.0,0.0,0.0,0.0,31070749226.00831
task03_ep001_step0050,3,drawer,cabinet,101,202,0.0,1.0,1.0,0.2126025450228591,0.19811997407323015,0.4965353234214853,0.5109246802745024,1.4083202637378027,1.3788898600039123,1.2153397757386548,1.3761489698493685,0.07784986032417895,0.5707776008255901,0.6490368194325311,0.3509631805674689,False,0.0,0.0,0.0,0.0,0.0,212602545022.8591
task03_ep001_step0050,3,drawer,cabinet,101,303,0.0,0.0,0.0,0.1947301105381045,0.19667182741260955,0.5018810199412728,0.5175572032854302,1.4357284145344973,1.4166057537546097,1.276263053084194,1.4088675838364975,0.08855490425714012,0.5812445583857923,0.6699760919459475,0.33002390805405246,False,0.0,0.0,0.0,0.0,0.0,194730110538.1045
task03_ep001_step0050,3,drawer,cabinet,101,404,0.0,1.0,1.0,0.13288694793635,0.19786113247074558,0.46896548449756426,0.48362597374241745,1.365045280789038,1.371831486921953,1.1508710756775262,1.3688097257354779,0.0811192573985612,0.6276302174383422,0.7087805548992788,0.2912194451007212,False,0.0,0.0,0.0,0.0,0.0,132886947936.35
task03_ep001_step0050,3,drawer,cabinet,202,303,1.0,0.0,1.0,0.11317703835038039,0.022808913111161445,0.47516563477411455,0.4903631815608292,1.4156573197193398,1.3807459650518612,1.2146332800349762,1.3774422850109,0.08562395203219941,0.6207186723922374,0.7061567509568218,0.29384324904317816,False,0.0,0.0,0.0,0.0,0.0,113177038350.38039
task03_ep001_step0050,3,drawer,cabinet,202,404,1.0,1.0,0.0,0.16622840512688639,0.01959071181281302,0.4836350741689254,0.4995419716119031,1.4027389009986981,1.397455741689822,1.1989212511436331,1.3893287876513039,0.0786799089253361,0.6075422380361004,0.6860454086858151,0.3139545913141849,False,0.0,0.0,0.0,0.0,0.0,166228405126.88638
task03_ep001_step0050,3,drawer,cabinet,303,404,0.0,1.0,1.0,0.14237632666888872,0.026958975164227,0.480305476643073,0.4960715876050638,1.3601402511604659,1.4113126953146637,1.221128586407718,1.4042664854625608,0.08516639308656937,0.6279095005217288,0.7134625687637127,0.2865374312362873,False,0.0,0.0,0.0,0.0,0.0,142376326668.88873
task03_ep001_step0100,3,drawer,drawer,101,202,1.0,1.0,0.0,0.10716447422961184,0.019538532350019372,0.4318802528133247,0.4584331628531503,1.411365998877561,1.3767830114243984,1.1796268091164475,1.3532590451822042,0.08568401669638116,0.6855562001202617,0.7717004482006834,0.2282995517993166,False,0.0,0.0,0.0,0.0,0.0,107164474229.61185
task03_ep001_step0100,3,drawer,drawer,101,303,1.0,1.0,0.0,0.016281637191510195,0.02242708133789875,0.43575824002244473,0.4625890228656316,1.4349614346727388,1.4140206630950032,1.215385786640524,1.391675041163514,0.09313803118650946,0.7101293951951253,0.8032493150755793,0.19675068492442072,False,0.0,0.0,0.0,0.0,0.0,16281637191.510195
task03_ep001_step0100,3,drawer,drawer,101,404,1.0,1.0,0.0,0.014716348440275069,0.021583407359067806,0.42160482212941397,0.4477979431202824,1.3737217054253323,1.369465970675902,1.167295722852399,1.3498737501394513,0.09169662203408603,0.711981629182778,0.8035629004335645,0.1964370995664355,False,0.0,0.0,0.0,0.0,0.0,14716348440.275068
task03_ep001_step0100,3,drawer,drawer,202,303,1.0,1.0,0.0,0.10751844847436515,0.018223036149094086,0.4331267891711743,0.45996404475133423,1.425050793987586,1.378519940597288,1.209745005021317,1.357396704229183,0.0905841596985206,0.6852928331641832,0.7760740577834725,0.2239259422165275,False,0.0,0.0,0.0,0.0,0.0,107518448474.36514
task03_ep001_step0100,3,drawer,drawer,202,404,1.0,1.0,0.0,0.10778814206293477,0.014266991394042555,0.43749393694378513,0.46511174330977306,1.4216699002734428,1.3950434363906157,1.224850571259838,1.374103915761964,0.09042069551414518,0.6857224229506169,0.7766434009549589,0.22335659904504113,False,0.0,0.0,0.0,0.0,0.0,107788142062.93477
task03_ep001_step0100,3,drawer,drawer,303,404,1.0,1.0,0.0,0.015327793661979741,0.016919795836310234,0.43006186959990805,0.4559745793125001,1.3549223361518723,1.4091829168734913,1.1253950016499428,1.3911038254894843,0.0781428069056032,0.7295117844608191,0.8079380125309278,0.19206198746907222,False,0.0,0.0,0.0,0.0,0.0,15327793661.979742
task03_ep001_step0100,3,drawer,cabinet,101,202,1.0,1.0,0.0,0.016635315729981812,0.017277534198705476,0.4127151947361963,0.44222453220709906,1.4009239645544276,1.3759528912111185,1.127262380455702,1.3351552928887023,0.08403435899735438,0.717192729140288,0.8016022871483683,0.19839771285163166,False,0.0,0.0,0.0,0.0,0.0,16635315729.981813
task03_ep001_step0100,3,drawer,cabinet,101,303,1.0,1.0,0.0,0.01622024975036578,0.01901877390395805,0.42456265848288915,0.4546362203171029,1.4262326624655726,1.41328829420534,1.1622637296026526,1.3715667367112365,0.08836473535290788,0.7141115194158136,0.8023926773522425,0.1976073226477575,False,0.0,0.0,0.0,0.0,0.0,16220249750.36578
task03_ep001_step0100,3,drawer,cabinet,101,404,1.0,1.0,0.0,0.01669289875691833,0.018992550689946534,0.4104433178595357,0.43964266368893445,1.3631474476965306,1.3686288430675744,1.1008752155165507,1.329869059124081,0.08470880491953223,0.7168873669146407,0.8014149843477062,0.1985850156522938,False,0.0,0.0,0.0,0.0,0.0,16692898756.918331
task03_ep001_step0100,3,drawer,cabinet,202,303,1.0,1.0,0.0,0.01575501391721497,0.014846014890165425,0.413328665451412,0.4428138682493952,1.4093988661802932,1.377907727217879,1.1248122447488895,1.3374696194979905,0.0836766708285584,0.7177836803395085,0.8013413589471208,0.19865864105287923,False,0.0,0.0,0.0,0.0,0.0,15755013917.21497
task03_ep001_step0100,3,drawer,cabinet,202,404,1.0,1.0,0.0,0.01788167275115523,0.01226187788381991,0.41746130545636795,0.4470306750282777,1.4010139836063182,1.3942548436871427,1.1205489586168653,1.3535975218222909,0.07987899702655687,0.720302664402382,0.8004806941946315,0.19951930580536847,False,0.0,0.0,0.0,0.0,0.0,17881672751.15523
task03_ep001_step0100,3,drawer,cabinet,303,404,1.0,1.0,0.0,0.015549035409203486,0.013908096683027957,0.41882378095707795,0.4475433747370714,1.3474386498832085,1.4081849010172105,1.0806601675780392,1.3702746002819501,0.07472806639639529,0.7347500990209036,0.8097319334982034,0.19026806650179662,False,0.0,0.0,0.0,0.0,0.0,15549035409.203487
task03_ep003_step0100,3,drawer,drawer,101,202,0.0,0.0,0.0,0.02829046244959546,0.02540215655371569,0.45314222689649464,0.462681199023085,1.3947622746419392,1.3750359742249452,1.121872086176189,1.3634921853800233,0.07518634231951382,0.6833291307832958,0.7589515893326436,0.24104841066735638,False,0.0,0.0,0.0,0.0,0.0,28290462449.595463
